Gene	Chromosome	Start	End	Expression_Breadth	Description	GO_Term	GO_Function
TCTN3	chr10	97413142	97443890	18	tectonic family member 3	0016020	membrane
TDG	chr12	102883722	102906786	18	thymine-DNA glycosylase	0030983	mismatched DNA binding
TDRD3	chr13	59868591	60046014	18	tudor domain containing 3	0005737	cytoplasm
TERF2IP	chr16	74239184	74248829	18	telomeric repeat binding factor 2, interacting protein	0010833	telomere maintenance via telomere lengthening
TES	chr7	115637816	115686073	18	testis derived transcript (3 LIM domains)	0046872	metal ion binding
TEX10	chr9	102104189	102154995	18	testis expressed 10	0071339	MLL1 complex
TEX261	chr2	71066575	71075509	18	testis expressed 261	0043065	positive regulation of apoptosis
TFDP1	chr13	113287056	113343789	18	transcription factor Dp-1	0019904	protein domain specific binding
TFE3	chrX	48771185	48787934	18	transcription factor binding to IGHM enhancer 3	0005515	protein binding
TFG	chr3	101910849	101950501	18	TRK-fused gene	0004871	signal transducer activity
TFIP11	chr22	25217894	25238437	18	tuftelin interacting protein 11	0008380	RNA splicing
TFRC	chr3	197260551	197293429	18	transferrin receptor (p90, CD71)	0004998	transferrin receptor activity
TGFBI	chr5	135392482	135427406	18	transforming growth factor, beta-induced, 68kDa	0008283	cell proliferation
TGFBR1	chr9	100907232	100956294	18	transforming growth factor, beta receptor 1	0000166	nucleotide binding
TGFBR2	chr3	30622997	30710637	18	transforming growth factor, beta receptor II (70/80kDa)	0060389	pathway-restricted SMAD protein phosphorylation
TGIF1	chr18	3402071	3448406	18	TGFB-induced factor homeobox 1	0005634	nucleus
TGM2	chr20	36190277	36227114	18	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	0003810	protein-glutamine gamma-glutamyltransferase activity
TGOLN2	chr2	85398656	85408885	18	trans-golgi network protein 2	0016021	integral to membrane
TH1L	chr20	56989705	57003583	18	TH1-like (Drosophila)	0005654	nucleoplasm
THBD	chr20	22974269	22978301	18	thrombomodulin	0005509	calcium ion binding
THOC5	chr22	28234155	28279736	18	THO complex 5	0000346	transcription export complex
THUMPD1	chr16	20652489	20660700	18	THUMP domain containing 1
THUMPD3	chr3	9379716	9403475	18	THUMP domain containing 3	0016740	transferase activity
TIA1	chr2	70290079	70329283	18	TIA1 cytotoxic granule-associated RNA binding protein	0006917	induction of apoptosis
TIAL1	chr10	121322967	121346531	18	TIA1 cytotoxic granule-associated RNA binding protein-like 1	0010494	stress granule
TIMM17A	chr1	200191241	200206412	18	translocase of inner mitochondrial membrane 17 homolog A (yeast)	0008565	protein transporter activity
TIMM23	chr10	51262093	51293342	18	translocase of inner mitochondrial membrane 23 homolog (yeast)	0006886	intracellular protein transport
TIMM44	chr19	7897602	7914538	18	translocase of inner mitochondrial membrane 44 homolog (yeast)	0005744	mitochondrial inner membrane presequence translocase complex
TIMM9	chr14	57945122	57963985	18	translocase of inner mitochondrial membrane 9 homolog (yeast)	0045039	protein import into mitochondrial inner membrane
TIMP1	chrX	47326633	47331134	18	TIMP metallopeptidase inhibitor 1	0002576	platelet degranulation
TINF2	chr14	23778689	23781720	18	TERF1 (TRF1)-interacting nuclear factor 2	0005515	protein binding
TINP1	chr5	74098858	74108490	18	TGF beta-inducible nuclear protein 1
TJAP1	chr6	43553238	43582272	18	tight junction associated protein 1 (peripheral)	0005515	protein binding
TKT	chr3	53233762	53265108	18	transketolase	0006112	energy reserve metabolic process
TLN1	chr9	35687333	35722392	18	talin 1	0002576	platelet degranulation
TM9SF1	chr14	23728192	23734722	18	transmembrane 9 superfamily member 1	0016021	integral to membrane
TM9SF2	chr13	98951728	99013277	18	transmembrane 9 superfamily member 2	0005768	endosome
TM9SF3	chr10	98267856	98336799	18	transmembrane 9 superfamily member 3	0016020	membrane
TM9SF4	chr20	30160969	30218722	18	transmembrane 9 superfamily protein member 4	0016020	membrane
TMBIM1	chr2	218847160	218865524	18	transmembrane BAX inhibitor motif containing 1	0016021	integral to membrane
TMBIM6	chr12	48421559	48444984	18	transmembrane BAX inhibitor motif containing 6	0005634	nucleus
TMCO1	chr1	163960151	164004759	18	transmembrane and coiled-coil domains 1	0016021	integral to membrane
TMED10	chr14	74667923	74713102	18	transmembrane emp24-like trafficking protein 10 (yeast)	0005792	microsome
TMED2	chr12	122635028	122648641	18	transmembrane emp24 domain trafficking protein 2	0016020	membrane
TMED4	chr7	44585286	44588352	18	transmembrane emp24 protein transport domain containing 4	0016020	membrane
TMED5	chr1	93389996	93418834	18	transmembrane emp24 protein transport domain containing 5	0005789	endoplasmic reticulum membrane
TMEM106B	chr7	12217372	12243415	18	transmembrane protein 106B	0005575	cellular_component
TMEM106C	chr12	46643596	46648928	18	transmembrane protein 106C	0005789	endoplasmic reticulum membrane
TMEM110	chr3	52848937	52906587	18	transmembrane protein 110	0016020	membrane
TMEM123	chr11	101772265	101828985	18	transmembrane protein 123	0070267	oncosis
TMEM127	chr2	96280038	96295459	18	transmembrane protein 127	0003674	molecular_function
TMEM138	chr11	60886431	60893254	18	transmembrane protein 138	0016020	membrane
TMEM141	chr9	138805597	138807590	18	transmembrane protein 141	0016020	membrane
TMEM161A	chr19	19091429	19110267	18	transmembrane protein 161A	0016021	integral to membrane
TMEM168	chr7	112193022	112217714	18	transmembrane protein 168	0030133	transport vesicle
TMEM179B	chr11	62311449	62314448	18	transmembrane protein 179B	0016020	membrane
TMEM184B	chr22	36945243	36998962	18	transmembrane protein 184B	0016021	integral to membrane
TMEM189-UBE2V1|UBE2V1				18	transmembrane protein 189|ubiquitin-conjugating enzyme E2 variant 1
TMEM192	chr4	166216679	166253474	18	transmembrane protein 192	0005737	cytoplasm
TMEM194A	chr12	55735692	55758841	18	transmembrane protein 194A	0008150	biological_process
TMEM199	chr17	23708813	23713216	18	transmembrane protein 199	0016020	membrane
TMEM208	chr16	65818516	65820683	18	transmembrane protein 208	0016020	membrane
TMEM214	chr2	27109277	27118069	18	transmembrane protein 214	0016020	membrane
TMEM222	chr1	27521222	27535478	18	transmembrane protein 222	0016021	integral to membrane
TMEM30A	chr6	76019357	76051352	18	transmembrane protein 30A	0016021	integral to membrane
TMEM33	chr4	41631893	41657581	18	transmembrane protein 33	0005515	protein binding
TMEM43	chr3	14141440	14160181	18	transmembrane protein 43	0005634	nucleus
TMEM48	chr1	54005975	54076763	18	transmembrane protein 48	0017056	structural constituent of nuclear pore
TMEM49	chr17	55139644	55272734	18	transmembrane protein 49	0016021	integral to membrane
TMEM50B	chr21	33743317	33774151	18	transmembrane protein 50B	0003674	molecular_function
TMEM55B	chr14	19995851	19999477	18	transmembrane protein 55B	0016021	integral to membrane
TMEM59	chr1	54269936	54291699	18	transmembrane protein 59	0016020	membrane
TMEM63A	chr1	224099862	224136671	18	transmembrane protein 63A	0016021	integral to membrane
TMEM66	chr8	30040172	30060191	18	transmembrane protein 66	0016020	membrane
TMEM85	chr15	32304536	32309644	18	transmembrane protein 85	0006915	apoptosis
TMEM87A	chr15	40290017	40353047	18	transmembrane protein 87A	0016021	integral to membrane
TMEM9B	chr11	8925415	8942565	18	TMEM9 domain family, member B	0016021	integral to membrane
TMF1	chr3	69151667	69184174	18	TATA element modulatory factor 1	0005515	protein binding
TMPO	chr12	97433539	97466866	18	thymopoietin	0005634	nucleus
TMSB10	chr2	84986273	84987310	18	thymosin beta 10	0030036	actin cytoskeleton organization
TMSL3				18	thymosin-like 3
TMX2	chr11	57236617	57265021	18	thioredoxin-related transmembrane protein 2	0016021	integral to membrane
TMX4	chr20	7909715	7948393	18	thioredoxin-related transmembrane protein 4	0006810	transport
TNFAIP1	chr17	23686674	23698162	18	tumor necrosis factor, alpha-induced protein 1 (endothelial)	0006260	DNA replication
TNFRSF14	chr1	2479150	2486613	18	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	0005031	tumor necrosis factor receptor activity
TNFSF10	chr3	173706157	173723963	18	tumor necrosis factor (ligand) superfamily, member 10	0005102	receptor binding
TNFSF12-TNFSF13|TNFSF13				18	tumor necrosis factor (ligand) superfamily, member 12|tumor necrosis factor (ligand) superfamily, member 13
TNIP1	chr5	150389698	150441190	18	TNFAIP3 interacting protein 1	0045071	negative regulation of viral genome replication
TNPO1	chr5	72148173	72245971	18	transportin 1	0008565	protein transporter activity
TNPO2	chr19	12671007	12695810	18	transportin 2	0005515	protein binding
TNPO3	chr7	128382183	128482434	18	transportin 3	0005515	protein binding
TNRC6A	chr16	24648549	24745048	18	trinucleotide repeat containing 6A	0035068	micro-ribonucleoprotein complex
TNRC6B	chr22	38770766	39061758	18	trinucleotide repeat containing 6B	0006417	regulation of translation
TOB2	chr22	40159437	40172973	18	transducer of ERBB2, 2	0010468	regulation of gene expression
TOE1	chr1	45577928	45582237	18	target of EGR1, member 1 (nuclear)	0008270	zinc ion binding
TOM1	chr22	34025267	34073987	18	target of myb1 (chicken)	0005515	protein binding
TOM1L2	chr17	17687546	17816509	18	target of myb1-like 2 (chicken)	0005622	intracellular
TOMM20	chr1	233339280	233358879	18	translocase of outer mitochondrial membrane 20 homolog (yeast)	0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity
TOMM34	chr20	43004184	43022528	18	translocase of outer mitochondrial membrane 34	0005739	mitochondrion
TOMM40L	chr1	159462456	159467031	18	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	0006820	anion transport
TOMM7	chr7	22818776	22828946	18	translocase of outer mitochondrial membrane 7 homolog (yeast)	0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity
TOMM70A	chr3	101564996	101602915	18	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	0006626	protein targeting to mitochondrion
TOP1	chr20	39090875	39186540	18	topoisomerase (DNA) I	0000166	nucleotide binding
TOP2B	chr3	25614478	25680792	18	topoisomerase (DNA) II beta 180kDa	0042826	histone deacetylase binding
TOPBP1	chr3	134802138	134863427	18	topoisomerase (DNA) II binding protein 1	0005856	cytoskeleton
TOR1A	chr9	131615041	131626262	18	torsin family 1, member A (torsin A)	0004252	serine-type endopeptidase activity
TOR1AIP1	chr1	178118042	178155834	18	torsin A interacting protein 1	0005634	nucleus
TP53	chr17	7512444	7531588	18	tumor protein p53	0005634	nucleus
TP53BP1	chr15	41486703	41572646	18	tumor protein p53 binding protein 1	0000777	condensed chromosome kinetochore
TP53BP2	chr1	222034217	222100297	18	tumor protein p53 binding protein, 2	0005515	protein binding
TP53INP1	chr8	96007375	96030791	18	tumor protein p53 inducible nuclear protein 1	0005634	nucleus
TPCN1	chr12	112143642	112220772	18	two pore segment channel 1	0005244	voltage-gated ion channel activity
TPD52	chr8	81109659	81155565	18	tumor protein D52	0005737	cytoplasm
TPD52L2	chr20	61967033	61993334	18	tumor protein D52-like 2	0005515	protein binding
TPI1	chr12	6846844	6850371	18	triosephosphate isomerase 1	0006098	pentose-phosphate shunt
TPM1	chr15	61121890	61145345	18	tropomyosin 1 (alpha)	0005829	cytosol
TPM3	chr1	152394403	152422349	18	tropomyosin 3	0006928	cellular component movement
TPP1	chr11	6590572	6597268	18	tripeptidyl peptidase I	0045453	bone resorption
TPR	chr1	184547408	184611080	18	translocated promoter region (to activated MET oncogene)	0051028	mRNA transport
TPT1	chr13	44809303	44813297	18	tumor protein, translationally-controlled 1	0006916	anti-apoptosis
TPX2	chr20	29790564	29853264	18	TPX2, microtubule-associated, homolog (Xenopus laevis)	0060236	regulation of mitotic spindle organization
TRA2B	chr3	187115049	187138618	18	transformer 2 beta homolog (Drosophila)	0005515	protein binding
TRAF7	chr16	2145799	2168131	18	TNF receptor-associated factor 7	0043410	positive regulation of MAPKKK cascade
TRAFD1	chr12	111047731	111075791	18	TRAF-type zinc finger domain containing 1	0046872	metal ion binding
TRAK1	chr3	42107749	42242272	18	trafficking protein, kinesin binding 1	0006605	protein targeting
TRAM1	chr8	71648226	71683158	18	translocation associated membrane protein 1	0005783	endoplasmic reticulum
TRAP1	chr16	3648038	3707599	18	TNF receptor-associated protein 1	0006950	response to stress
TRAPPC1	chr17	7774391	7775983	18	trafficking protein particle complex 1	0005515	protein binding
TRAPPC4	chr11	118394450	118399594	18	trafficking protein particle complex 4	0016358	dendrite development
TRAPPC6B	chr14	38686765	38709385	18	trafficking protein particle complex 6B	0020037	heme binding
TRIM14	chr9	99871392	99921309	18	tripartite motif-containing 14	0005737	cytoplasm
TRIM25	chr17	52320268	52346408	18	tripartite motif-containing 25	0016874	ligase activity
TRIM27	chr6	28978757	28999747	18	tripartite motif-containing 27	0005634	nucleus
TRIM28	chr19	63747647	63753894	18	tripartite motif-containing 28	0005515	protein binding
TRIM33	chr1	114736921	114855304	18	tripartite motif-containing 33	0043231	intracellular membrane-bounded organelle
TRIM38	chr6	26071255	26093331	18	tripartite motif-containing 38	0008270	zinc ion binding
TRIP11	chr14	91505214	91576570	18	thyroid hormone receptor interactor 11	0005737	cytoplasm
TRIP12	chr2	230340173	230494899	18	thyroid hormone receptor interactor 12	0005575	cellular_component
TRIP4	chr15	62467072	62534555	18	thyroid hormone receptor interactor 4	0046872	metal ion binding
TRIP6	chr7	100302885	100309012	18	thyroid hormone receptor interactor 6	0046966	thyroid hormone receptor binding
TRMT1	chr19	13076713	13088563	18	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)	0016740	transferase activity
TRMT2A	chr22	18479397	18484768	18	TRM2 tRNA methyltransferase 2 homolog A (S. cerevisiae)	0006396	RNA processing
TRPC4AP	chr20	33053867	33144279	18	transient receptor potential cation channel, subfamily C, member 4 associated protein	0016567	protein ubiquitination
TSC2	chr16	2037990	2078714	18	tuberous sclerosis 2	0046626	regulation of insulin receptor signaling pathway
TSC22D1	chr13	43905654	44048701	18	TSC22 domain family, member 1	0005515	protein binding
TSC22D3	chrX	106843107	106846367	18	TSC22 domain family, member 3	0006355	regulation of transcription, DNA-dependent
TSC22D4	chr7	99902077	99914838	18	TSC22 domain family, member 4	0005634	nucleus
TSEN34	chr19	59386008	59389338	18	tRNA splicing endonuclease 34 homolog (S. cerevisiae)	0000379	tRNA-type intron splice site recognition and cleavage
TSG101	chr11	18458433	18505065	18	tumor susceptibility gene 101	0005515	protein binding
TSGA14	chr7	129823610	129868090	18	testis specific, 14	0005813	centrosome
TSKU	chr11	76171932	76186846	18	tsukushin	0005576	extracellular region
TSN	chr2	122229590	122241898	18	translin	0003729	mRNA binding
TSNAX	chr1	229731021	229768892	18	translin-associated factor X	0043565	sequence-specific DNA binding
TSPAN14	chr10	82204017	82272371	18	tetraspanin 14	0016020	membrane
TSPAN3	chr15	75125385	75150568	18	tetraspanin 3	0016020	membrane
TSPAN4	chr11	832823	857116	18	tetraspanin 4	0005515	protein binding
TSR1	chr17	2172731	2187428	18	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	0005515	protein binding
TSSC1	chr2	3171747	3360660	18	tumor suppressing subtransferable candidate 1	0005515	protein binding
TTC1	chr5	159368757	159425128	18	tetratricopeptide repeat domain 1	0051082	unfolded protein binding
TTC14	chr3	181802611	181811612	18	tetratricopeptide repeat domain 14	0005488	binding
TTC19	chr17	15843506	15872821	18	tetratricopeptide repeat domain 19	0005739	mitochondrion
TTC3	chr21	37367440	37497278	18	tetratricopeptide repeat domain 3	0005515	protein binding
TTC37	chr5	94825877	94916438	18	tetratricopeptide repeat domain 37	0005515	protein binding
TTC38	chr22	45042524	45068569	18	tetratricopeptide repeat domain 38	0005488	binding
TTC4	chr1	54954116	54980569	18	tetratricopeptide repeat domain 4	0005515	protein binding
TTRAP	chr6	24758183	24775094	18	TRAF and TNF receptor associated protein
TUBA1A	chr12	47864849	47869128	18	tubulin, alpha 1a	0000166	nucleotide binding
TUBA1B	chr12	47807833	47811571	18	tubulin, alpha 1b	0005515	protein binding
TUBA1C	chr12	47945131	47953380	18	tubulin, alpha 1c	0005874	microtubule
